iceberg_id,time,latitude,longitude,iceb_x_velocity,iceb_y_velocity,derived_speed_ms,derived_direction_deg_compass,sail,draft,length,width
IB_DEMO_001,2026-01-01 00:00:00,-65.0,4.0,0.0,0.0,0.0,90.0,30.0,67.5,500.0,300.0
IB_DEMO_001,2026-01-01 00:30:00,-64.99032,4.0447855,0.58590925,-0.14736834,0.60415816,104.118225,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 01:00:00,-64.99043,4.0790997,0.58290297,-0.14406863,0.6004429,103.882835,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 01:30:00,-64.990906,4.1109166,0.5804415,-0.14054509,0.5972146,103.61133,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 02:00:00,-64.9896,4.136917,0.57728004,-0.13740969,0.5934085,103.38893,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 02:30:00,-64.992775,4.1876817,0.5742609,-0.13439597,0.58977777,103.17203,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 03:00:00,-65.005554,4.211398,0.5700278,-0.13164155,0.5850309,103.003845,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 03:30:00,-65.00926,4.248683,0.56677735,-0.12870137,0.58120614,102.79353,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 04:00:00,-65.013664,4.2484436,0.56254184,-0.12681311,0.5766584,102.703766,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 04:30:00,-65.013596,4.249263,0.5593829,-0.12520806,0.5732245,102.6167,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 05:00:00,-65.013985,4.27013,0.5559772,-0.124765456,0.56980443,102.64806,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 05:30:00,-65.025276,4.282646,0.5520573,-0.12414289,0.5658434,102.67347,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 06:00:00,-65.02699,4.282839,0.548443,-0.12400108,0.56228644,102.74017,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 06:30:00,-65.032684,4.3181677,0.545065,-0.124437734,0.55908906,102.86016,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 07:00:00,-65.02986,4.3348713,0.54104006,-0.12529407,0.5553584,103.03871,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 07:30:00,-65.032875,4.3743525,0.53740853,-0.1267205,0.55214673,103.26794,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 08:00:00,-65.029686,4.389606,0.5336242,-0.12848613,0.54887474,103.537994,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 08:30:00,-65.02963,4.410001,0.530375,-0.13074954,0.5462537,103.84858,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 09:00:00,-65.021324,4.4139795,0.52749383,-0.13334692,0.54408747,104.186775,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 09:30:00,-65.018654,4.458499,0.5248947,-0.13648495,0.54234916,104.57548,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 10:00:00,-65.021736,4.4750175,0.5219307,-0.13932453,0.54020643,104.946075,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 10:30:00,-65.016884,4.4996586,0.519789,-0.14210306,0.5388635,105.290245,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 11:00:00,-65.01704,4.513895,0.51788366,-0.1451973,0.5378529,105.66173,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 11:30:00,-65.015785,4.5250196,0.5160965,-0.14811613,0.53693014,106.013115,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 12:00:00,-65.015854,4.549722,0.5149948,-0.15091847,0.5366526,106.333145,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 12:30:00,-65.01232,4.599647,0.5133528,-0.15353061,0.5358197,106.65057,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 13:00:00,-65.01928,4.6182923,0.5111555,-0.1555944,0.53431225,106.930115,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 13:30:00,-65.02418,4.6521297,0.51052547,-0.15742198,0.5342452,107.13729,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 14:00:00,-65.02219,4.683684,0.50974935,-0.15854365,0.53383565,107.27688,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 14:30:00,-65.023056,4.718242,0.5088987,-0.16002436,0.5334657,107.45587,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 15:00:00,-65.02936,4.724496,0.5085376,-0.16048606,0.53326005,107.51483,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 15:30:00,-65.043915,4.7394495,0.5095034,-0.16094366,0.5343188,107.53046,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 16:00:00,-65.03819,4.744905,0.51073664,-0.16006632,0.5352319,107.40114,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 16:30:00,-65.0417,4.7639623,0.51179826,-0.16029204,0.5363124,107.39023,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 17:00:00,-65.045555,4.8111253,0.5129258,-0.15913266,0.53704387,107.23624,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 17:30:00,-65.05208,4.8388886,0.5129159,-0.15770158,0.5366121,107.090614,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 18:00:00,-65.0571,4.870145,0.5140873,-0.15560712,0.53712136,106.84034,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 18:30:00,-65.0598,4.889625,0.51508826,-0.15355808,0.5374905,106.600365,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 19:00:00,-65.0619,4.9034767,0.5167221,-0.15123022,0.5383979,106.313286,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 19:30:00,-65.066956,4.915695,0.5185823,-0.1489797,0.5395577,106.02844,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 20:00:00,-65.08046,4.9208636,0.52066696,-0.14630647,0.5408324,105.69527,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 20:30:00,-65.08437,4.9327626,0.523374,-0.14327495,0.5426307,105.30978,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 21:00:00,-65.09453,4.9675875,0.5255292,-0.1405912,0.54401,104.97722,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 21:30:00,-65.09301,4.98958,0.52700293,-0.13739961,0.5446198,104.61279,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 22:00:00,-65.097916,4.989607,0.52839816,-0.13508998,0.54539335,104.34102,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 22:30:00,-65.09958,4.9852233,0.5309593,-0.1326435,0.547277,104.02646,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 23:00:00,-65.09959,5.010745,0.53333926,-0.13072406,0.54912615,103.77197,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-01 23:30:00,-65.09055,5.037511,0.53432316,-0.12865025,0.54959273,103.53757,12.056961,85.44304,500.0,300.0
IB_DEMO_001,2026-01-02 00:00:00,-65.08933,5.049141,0.5344027,-0.12755205,0.54941404,103.42428,12.056961,85.44304,500.0,300.0
IB_DEMO_002,2026-01-01 00:00:00,-65.0,10.0,0.0,0.0,0.0,90.0,28.0,66.0,450.0,280.0
IB_DEMO_002,2026-01-01 00:30:00,-64.9924,10.027786,0.59484816,-0.15183035,0.6139192,104.31858,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 01:00:00,-64.99402,10.048479,0.5928704,-0.14863256,0.6112176,104.073975,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 01:30:00,-64.98833,10.072576,0.59108096,-0.14517654,0.6086485,103.79937,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 02:00:00,-64.98597,10.084158,0.588324,-0.14223543,0.60527354,103.59125,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 02:30:00,-64.979965,10.0880165,0.5858013,-0.13928434,0.60213226,103.37471,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 03:00:00,-64.98405,10.115042,0.5826996,-0.137181,0.59862965,103.24753,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 03:30:00,-64.99186,10.152425,0.5793833,-0.1345894,0.5948103,103.077736,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 04:00:00,-65.00074,10.199192,0.5755612,-0.1326273,0.5906443,102.97623,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 04:30:00,-65.0056,10.2183,0.5716578,-0.13056274,0.5863781,102.865295,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 05:00:00,-65.0111,10.245421,0.56781834,-0.12971194,0.5824456,102.8678,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 05:30:00,-65.01222,10.262373,0.56390285,-0.12877293,0.5784193,102.863495,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 06:00:00,-65.01038,10.289643,0.5601065,-0.12910752,0.57479393,102.980255,11.6241455,82.375854,450.0,280.0
IB_DEMO_002,2026-01-01 06:30:00,-65.01716,10.29516,0.5562113,-0.12952092,0.57109255,103.10845,11.6241455,82.375854,450.0,280.0
